,text,lable,pred,pred_proba
179221,جنسش خوبه ولی کار کردن باهاش خیلی سخته,1,0,0.1874447762966156
179228,کار باهاش سخت و نیاز به دقت زیاد,0,1,0.6450807452201843
179242,خیلی کوچیکه 5 سانت هم نیست و به ضخامت یک مداد در کل نسبت به قیمت خیلی کوچیکه خدا کنه کاراییش خوب باشه,0,1,0.8436897397041321
179254,خیلی کوچیک از حدانتظاره,0,1,0.76982182264328
179264,نسبت به عکس خیلی کوچک,0,1,0.7383762001991272
179287,دو تکه از هم جدا هستن حس میکنم باید گرون باشه چون اون تکه ی بالایی رو خوده دیجی کالا حدود ۴۰‌تومن داره,0,1,0.5198321342468262
179346,با دوبار زدن خوب میشه,1,0,0.004215007647871971
179355,رنگ لاک بعد از پاک کردن رو ناخن میمونه,0,1,0.5252212285995483
179434,فرچشو دوست ندارم کوتاهه و صافنیست,0,1,0.8691515326499939
179439,باید دوبار روهم بزنی,0,1,0.5726298689842224
179458,باید دو سه بار بزنید که رنگ بده البته با دو سه بار زدن زمخت میشه,1,0,0.243780255317688
179477,براش لاک کمتر از ۲۰ ثانیه خشک میشه,1,0,0.47938355803489685
179481,حتما نیاز به برق ناخن برای جلوه ی بهتر داره که این خیلی زمان گیر هست,1,0,0.17221499979496002
179483,ب قرمزی میزنه این شمارش,1,0,0.4455345571041107
179484,اگر رنگ خیلی روشن دوست دارین بخرین رنگش تناژ قرمزی زیادی داره,1,0,0.24001888930797577
179495,من قهوه ای تیره سفارش دادم اما دنقد روشن بود که به ابروهام میزدم محو میشد ابروهام,1,0,0.4061260521411896
179507,من قهوه ای تیره میخواستم قهوه ای روشن فرستادن😑,1,0,0.1310734748840332
179516,کلاباعکس فرق میکنه برای من کاملاروشنه روشنه زردزرده,1,0,0.08085930347442627
179520,البته که از این قیمت خیلی نباید انتظار کیفیت داشت ولی خب ریمل ابرویی هم نیست که من دوباره سفارش بدم,1,0,0.08648110926151276
179530,رنگش زیاد جالب نبود,0,1,0.5044271945953369
179535,قهوه ای روشن سفارش دادم ولی انگار قهوه ای تیره بود تا روشن.,0,1,0.6796134114265442
179544,نوشته قهوه ای تیره ولی خیلی روشنه و به فندوقی یا مسی میخوره بیشتر,1,0,0.2697902321815491
179563,خب قیمتی نداشته انتظار بهم نیست,1,0,0.25353381037712097
179569,متاسفانه ۲عدد سفارش دادم ولی شماره رنگی که انتخاب می کنیم ارسال نمیشه...هر شماره ای که موجود دارن می فرستن,0,1,0.6128951907157898
179583,من رنگ تیره سفارش دادم ولی این خیلی روشن,1,0,0.1191573217511177
179595,نارنجی طلایی آوردن ولی من قهوه ایی تیره خواسته بودم. راضی نبودم از رنگش ولی جنس خوبی داره قبلا استفاده کرده بودم,1,0,0.3064667284488678
179600,من سفارشم قهوه‌ایی تیره بود برام طلایی فرستاده شده!!!,1,0,0.3996834456920624
179711,از تاریخش گذشته بود و به جای مات کردن ناخن براق میکنه,1,0,0.33541959524154663
179786,كيفيت پايين لاك رو حل ميكنه,1,0,0.1636614203453064
179822,خوب مات میکنه ولی لاک و تبدیل میکنه به لاک نمازی تا میزنی لاک پاک میشه,1,0,0.13530832529067993
179913,باتوجه به کیفیت وحجمش گرانه واینقدرنمی ارزه توبازارارزانتره,1,0,0.3153628408908844
179917,سریع خشک میشه و مات میکنه.,0,1,0.6637117862701416
179946,خیلی کثیف و باران خورده دستم رسید,0,1,0.6582993268966675
179947,در حد یه برق ناخن کاربرد داشت,0,1,0.5206194519996643
179971,من از فروشنده سفیا خریدم تاریخ انقضاش ۵ ماه دیگه هست. اصلا نخرید از این شرکت. سال ۲۰۱۸ تولید شده سه سال تاریخ داشته گذاشتن حالا که به انقضاش نزدیکه تو دیجی کالا میفروشن. از دیجی هم تقاضا دارم لطفا تاریخ انقضای کار رو بزنید روی هر جنس. تا ادم بدونه بخره یا نه. ممنون,0,1,0.9594309329986572
180014,شاین خوبی داره اما ماندگاری نداره,1,0,0.04885102063417435
180036,نه میتونم بگم خیلی بد بود نه خیلی خوب بود... بیشتر انگار به جا اینکه مات کنه کدر میکرد. درکل بدک نی.,0,1,0.6524013876914978
180063,وقتی کسی لاک میزنه تاپ کت رو واسه شاین و ماندگاری میزنه این تاپ کوت رنگش سفیدی داشت و مات بود,1,0,0.3592023253440857
180123,سریع خشک میشه و لاک رو مات میکنه,0,1,0.7067539691925049
180151,ماندگاری ندارد,0,1,0.8173398375511169
180164,مات میکنه و زود هم خشک میشه,0,1,0.7338069081306458
180187,تا تاریخ 2021/04/01 تاریخ انقضا داره! در مورد کیفیتش هم، تعریفی نیست اما بدک هم نیست!,1,0,0.11772468686103821
180191,لاک براق را کاملا مات می‌کند و سریع خشک می شود,0,1,0.5608890056610107
180246,خیلی زود خشک میشد و زود هم مات میکرد,0,1,0.6933230757713318
180260,آخه یه چیزی مثل تاپ کت باید حداقل یک سال یک سال و نیم به تاریخ انقضاش مونده باشه، اون قدر که کاربرد نداره که چند ماهه تمام شه! قیمتش عالی هست.,1,0,0.02277347818017006
180291,خیلی مات نمیکنه,1,0,0.30795207619667053
180396,سرعت خشک و مات شدن چیزی در حدود ده الی یک ربع هستش‌، روی مدل های مختلف لاک چه اکریلی چه ساده امتحان کردم و مات شد,0,1,0.7998175621032715
180416,زیاد تاثیری نداره,0,1,0.7138809561729431
180419,اگر لایه زیری خشک شده باشه این تاپ کت بسیار سریع خشک میشه و مات میشه. دوام لاک رو هم در حد دو سه روز بیشتر میکنه.,0,1,0.5625017881393433
180427,سریع خشک میشود کاملا مات میکند,0,1,0.5919668674468994
180429,لاک را کاملا مات می کند و سریع خشک می شود .,0,1,0.7338524460792542
180434,اول باید بزنید بعد بشینین دعا کنین که مات کنه,1,0,0.06856285035610199
180448,زش یک ریالم نداره زمان ارسال فقط ریمل تمام شدست که بدستتون میرسه,1,0,0.42383769154548645
180533,این سری متاسفانه سالم به دستم نرسید,0,1,0.7551661729812622
180594,بد نیست ولی فکر کنم مارکهای بهتر از اینم با این قیمت میشه پیدا کرد,1,0,0.30313044786453247
180607,پنکیک داخل جعبه بود و در جعبه بسته نبود و روی پنکیک جای انگشت بود,1,0,0.49438899755477905
180625,یکی از نقاط ضعفش اینه که پد ش داخلش جا نمیشه باید جدا گذاشتش,1,0,0.10473430901765823
180659,به نظرمن اگه پوستتان حساس هست این محصول رو خریداری نکنید,0,1,0.9332465529441833
180682,من از کرم پودر استفاده میکردم برا همین نمی تونم این محصول رو مقایسه کنم، فقط اینکه لایه سبکی ایجاد میکنه,0,1,0.7112835645675659
180691,عدم مطابقت با مشخصات دیجی کالا بود اصلا روشن نمی‌کنه و روی پوست خوب نشست نمیکنه و مثل پودر میمونه روی صورت ..,0,1,0.9929960370063782
180735,سفارش داده بودم به دستم نرسید,1,0,0.4287863075733185
180751,مناسب پوستهای خییلی سفید.,1,0,0.00725309643894434
180806,پاک کنندگی خوبی نسبت به برند بایودرما که سالها استفاده میکردم نداره. مخصوصا برای ریمل جشم، در کل بد نیست ولی تکرارش نخواهم کرد و برندهای دیگه را دفعه دیگه امتحان میکنم.,1,0,0.40922296047210693
180817,به نظرم خیلی کارامد نیست برای پاک کردن ارایش مخصوصا ارایش چشم,1,0,0.3933990001678467
180851,درب ظرف فقط بی کیفیته,0,1,0.6016589403152466
180878,من فکر میکردم تونره ولی نبود,0,1,0.5167495012283325
180892,فکر میکنم کارایی خوبی داره و متاسفانه با در شکسته به دستم رسید و این خیلی بده👎,0,1,0.5082076191902161
180902,مطمئن هست م الکل داره,1,0,0.0061464435420930386
180917,بوی الکل میده,0,1,0.5298776626586914
180937,به نظرم چیزی بخرین که هم به درد صورت هم چشم بخوره. مطمئنا لافارر ب خلاف چیزی که روش نوشته پدر چشم رو در میاره.,1,0,0.34330493211746216
180963,پاک کنندگی ش خوبه و پوست رو خشک نمی کنه ولی عیبی که داره در قوطی ش خیلی ضعیفه و زود جدا میشه,1,0,0.08570408076047897
180965,. حداقل درش رو باز میکنید و بوش میکنید میفهمید اصله یا غیر اصله!,1,0,0.38842540979385376
181001,تونر این مارک زیاد جالب نیست,1,0,0.4130726754665375
181012,زیاد پاک کنندگی قوی نداره,0,1,0.52248615026474
181029,خیلی معمولی هست هیچی بایودرما نمیشه,0,1,0.6065190434455872
181095,سلار شیر پاک کن فاقد چربی میگیرن که حتما قیمتش یک دهم لافارر هست,1,0,0.1861395537853241
181099,یک ساعت پیش۳۹ تومن بود چرا یهو شد ۴۷ تومن,0,1,0.5064823031425476
181195,برای داخل کوله پشتی برای نگهداری وسایل کوچک میخواستم که کارم رو راه میندازه,1,0,0.006103118881583214
181196,کیفیت معمولی دارد,1,0,0.1903415322303772
181206,کیف جادار با کیفیت پایینی است.,0,1,0.7793631553649902
181222,یه محفظه معمولی دور زیپ دار داخلشم ی تیکه است بنظرم برای حفاظ مینی البوم عروسی و یا کیف مثلا سشوار مسافرتی کوچیک و... شاید بهتر باشه,1,0,0.4714263677597046
181257,برای اینکه تو کشو بمونه و یسری وسیله اضافه رو سرو سامون بدی خوبه.,1,0,0.009169484488666058
181261,چی بگم نظر خاصی ندارم,1,0,0.13065224885940552
181278,ظاهر خوب و جادار اما کیفیت صفر,0,1,0.9726783633232117
181305,زیاد کیفیت آنچنانی نداره ولی جادار و بزرگه و به راحتی تمام لوازم آرایشی توش جا میشه,1,0,0.008223826065659523
181308,خیلی قشنگ نبود,0,1,0.6397630572319031
181335,خب من اگه هفت رنگ میخواستم هفت رنگ سفارش میدادم. حتما طلایی میخواستم که طلایی سفارش دادم دیگه. فقط وقت مردم رو بگیرید.,1,0,0.08809901773929596
181405,برای پنکیک زدن شاید خوب باشه، خیلی نرمه,1,0,0.27114933729171753
181413,خیلی نرم هستش ولی فرچه ش زیادی بزرگه,1,0,0.047535430639982224
181415, انتظار بیشتری داشتم،فکر نکنم دفعه بعد بخوام همین رو خریداری کنم,1,0,0.24326810240745544
181441,درکل زیاد دوست نداشتم,0,1,0.9261605143547058
181449,زیادی نرررمه,1,0,0.3714631199836731
181453,این برس فوق العاده نرم وو اصلا به درد آرایش نمیخوره,1,0,0.43718448281288147
181460,سلام،من این کالارو باتوجه به نظرسنجی هاخریدم ولی سر براش خیلی بزرگ هست بنظرم و رژ گونه رو خیلی پخش میکنه،البته پرپشت هست وجنسش هم خوبه.,1,0,0.11694101244211197
181464,براش خوشگلیه، خیلی لطیفه،اما اصلا به درد نمیخوره ،پودر رو به خودش میخوره,1,0,0.3163158595561981
181468,فقط سوزش داره در حد برق لب عمل میکنه ولی انقد روغنیه که برا برق لبم فک نکنم مناسب باشه.,1,0,0.038103871047496796
181475,محصولی که احتمالاً برگشتی مشتری بوده،عکس محصول رو وقتی که به دستم رسید میزارم ، نوکش شکسته بود و استفاده شده بود ،نوک شکسته هم داخل سر مداد نبود,0,1,0.9670560956001282
181493,مژه هارو نمیچسبونه به هم موادشم زیاده,0,1,0.8210399746894836
181509,پر از مواد بود,0,1,0.9514535069465637
181550,این مشخصات ببینید این ریمل در تعریف شما خوبه یا خیر. عکس می ذارم,1,0,0.25732436776161194
181619,از کاربردش راضیم ولی وقتی از داخل بسته درش آوردم سرش جدا شده بود و مجبور شدم چسب بزنم,1,0,0.11218491196632385
181690,بدنیست قیمتشم خب پایینه,1,0,0.10125977545976639
181704, مغازه ای سوال کردم حدود 20 تا 25 تومن گران تر از قیمت دیجی بود.,0,1,0.5888046622276306
181715,نوک ظریف و خوبی داره استفاده ازش راحته ولی بینهایت زود پاک میشه، پودری هم هست پخش میشه تا دستت میخوره,1,0,0.09171763807535172
181726,سلام ووقت بخیراین کالا خوب بودولی ماندگاریش کم بود,1,0,0.03431122377514839
181727,برعکس اون چیزی بود که تو تصویر بود,1,0,0.23834745585918427
181738,حالت ماژیکی بودنش خوبه ولی ماندگاری فقط برای دو ساعت خوبه بعد کمرنگ میشه,1,0,0.0848924070596695
181767,اگه با خشك شدنش بعد يك ماه مشكلي ندارين تهيه كنين,1,0,0.13945794105529785
181827,چربه، دست که میزنی، کامل پخش میشه,1,0,0.18391241133213043
181852,سر اپلیکاتور خشک هست معمولا و مواد نداره و نمیشه خط چشم و راحت کشید,1,0,0.491922527551651
181883,برید بسونید,0,1,0.8838813900947571
181911,خوبه باهاش میشه خط چشم کشید ولی زود خشک شد برای من,1,0,0.024674955755472183
181922,دوبار هم استفاده نکردم اما تقریبا خشک شده اصلا راضی نبودم,0,1,0.9878605008125305
181930,مداد خشک شده بود,1,0,0.45821136236190796
181952,خیلی زود پاک شد با اینکه نه عرق کرده بودم بکنه خیس شده بود,1,0,0.08175253868103027
181954,راحت میشه باهاش کار کرد و مشکیه ولی با کوچکترین برخوردی پخش میشه و موندگاری نداره,1,0,0.1995675265789032
181976,کشیدنش راحته ولی انگار که خشک شده باشه خیلی به سختی میکشه با اینکه من به سمت پایین گذاشتم,0,1,0.5595652461051941
181982,من این بار دومی هست که سفارش میدم هم نرمه هم دیر خشک میشه و هم قلمش نازکه,0,1,0.7633068561553955
182012,قلم خیلی خوبی داری ،رنگشم خوبه,1,0,0.00043808011105284095
182133,در کل خوبه ولی رنگش نپسندیدم,1,0,0.04158148542046547
182142,رنگ محصول با عکس مطابقت ندارد و فرق داشت.,0,1,0.8453855514526367
182193,رنگش بیشتر قهوه ای خیلی تیرست تا زرشکی,1,0,0.4104231595993042
182206,خیلی رقیق شده,1,0,0.4259853661060333
182210,رنگ قهوه ای فرستادن,0,1,0.6137101650238037
182212,رنگ جگری خیلی تیره س واقعا زیبا و چشم نوازه متاسفانه برچسب تاریخ رو کنده بودند,1,0,0.03816423565149307
182219,ن رنگش ن جنسش خوبه خیلیم رقیقه,1,0,0.14609485864639282
182350,کم چسب و معمولی,1,0,0.18311232328414917
182383,خوبه راضی ام,1,0,0.013050520792603493
182398,برای استفاده یک بار یا دو بار هست,1,0,0.17667977511882782
182404,رنگبندیش خوبه اما اصلا پیگمنت نداره,1,0,0.48014095425605774
182424,من اصلی ترین دلیل خریدم فرچه بود ولی فرچه نداشتتت,1,0,0.1716177761554718
182444,دیجی کالایی های عزیز با رنگ سبز مغز پسته ای جدید آشنا بشین فروشندگانی که عزیز و محترم نیستید برای یه مدل کاری که داری ده مدل ثبت نکن,1,0,0.27795034646987915
182466,کاسه مشکی ولی برس سفید بود!!!,1,0,0.42418354749679565
182469,متاسفانه برای منشکسته بود,0,1,0.8363421559333801
182480,چی بگم، دیگه حرف نداره,1,0,0.002129704225808382
182490,کاسه یه رنگ برسش یه رنگ دیگ,1,0,0.20870381593704224
182541,شما که دارید پول میگیرید جنس بهتر بدید,0,1,0.9582770466804504
182566,کوچیک بود نسبت به تصویر و رنگش همون رنگ انتخابی نبود یه رنگ دیگه فرستادن,0,1,0.6182740926742554
182585,فقط کاسه رنگ ارسال شده بود، برس رنگ همراهش نبود.,1,0,0.3800804316997528
182618,کاسه و قلمو هم رنگ نبودن کاسه سبز و قلمو مشکی بود من فک میکردم همرنگن و سایز کاسه خیلی کوچیکه یدونه رنگ تیوپ کوچیک توش جا میشه,0,1,0.8286640644073486
182645,رنگی رو که میخواستم نبود مشکی میخواستم که برام سبز ارسال کردن,1,0,0.3447110652923584
182668,مشکی سفارش دادم طوسی فرستادن مثل بازیافتیا شده خیلی زشته جدای از رنگش کارش خوب بود حیف اون رنگی ک خواستمو نفرستادن,0,1,0.5477903485298157
182673,فورچش برا دسشویی شستن خوبه ، کاسشم معمولیه,1,0,0.017377639189362526
182700,خیلی لاک نا مرغوب ی داره,0,1,0.9642452597618103
182760,برس ھمراہ نبود,0,1,0.5804928541183472
182911,كاسه به نسبت قيمت خوب بود ولي برس كيفيتش افتضاح بود.,1,0,0.3148222863674164
182940,ست! ممنون میشم در این مسائل کمی نظر ما مشتریان ثابت رو جلب کنید.,1,0,0.35125985741615295
183074,متاسفانه تو زمان خرید نوشته بود دو عدد ولی برای من یکی فرستادن. کیفیت خود سوهان خوبه ولی خب این اشتباه قابل قبول نیست,0,1,0.7288726568222046
183081,از سوهان راضیم اما یه دونه فرستادن,1,0,0.05275658518075943
183094,از نظر ظاهری با عکسش فرق داشت,0,1,0.6664211750030518
183118,بدنیستن زیادی باریکن,1,0,0.11523324251174927
183156,دوتا تعداد زده ولی یکی فرستاده بودن,0,1,0.5219770669937134
183160,رنگ تیتانیومی سفارش دادیم ولی رنگ صورتی اوردن درسته خیلی مهم نیست ولی احترام گذاشتن به مشتری بسیار مهمتره,1,0,0.2204826921224594
183302,این سری دومم بود میخریدم اولی خیلی خوب دراومد دوباره سفارش دادم ولی اینبار هم گرون تر بود هم آشغال تر,0,1,0.9173767566680908
183306,خوبه سرشم کجه ولی خیلی تیز نیست به نسبت قیمت نمی ارزه چون من قبلا از بیرون گرفتم نه تومن خیلی خوب بود,1,0,0.08976007997989655
183389,رنگ کروم خواستم صورتی فرستادن,1,0,0.3323674201965332
183414,زیاد تیز نیست,0,1,0.7027397751808167
183433,بد نی جنس دسته پلاستکیه نمیدونم چقد عمر میکنه,1,0,0.05116763338446617
183527,من برای بریدن استیکر از کاغد چسب دار خریدم,1,0,0.13214285671710968
183533,همیشه دنبال این قیچی بودم تا حالا خیلی قیچی ابرو خریدم با قیمتهای بالا با خریدن این ابرو از دیجی قبلیارو دور انداختم,0,1,0.9054517149925232
183682,بر نیست نسبت به قیمتش,0,1,0.6920046806335449
183717,من 2 تا سفارش دادم یدونه فرستادن البته پول اون یکی بعد از تماس با پشتیبانی عودت شد,0,1,0.837202787399292
183732,نمیدانم بد است تقریبا خوب,1,0,0.05921990051865578
183806,وسطای تیغه قیچی تیزه ولی ابتداش تیزنیس,1,0,0.15832635760307312
183890,بد بود نخرید,0,1,0.9698064923286438
183948,واقعا بد بود و از جنس پلاستیک سفت و درجه چند ساخته شده ولی واقعا ببخشیدا,0,1,0.9453416466712952
183950,جنس معمولی. چیز خاصی نیست,1,0,0.2651616334915161
183955,خیلی معمولیه سرش هم قوس نداره.,0,1,0.6244703531265259
183990,توی عکس نوکش نازکه ولی موقع تحویل نوکش پهن هست,1,0,0.30208146572113037
184004,کیفیت معمولی,1,0,0.2323051244020462
184073,قسمت نوک قیچی صاف نیست هلاله,1,0,0.48889124393463135
184122,به نظرم مناسب کار برش ورق شاید باشه چون نوک کندی داره,1,0,0.2808290421962738
184145,کندن کاملا شمارشو,1,0,0.2628858983516693
184198,کیفیتش مناسبه ولی فکر میکردم رنگش تیره تر باشه از رنگی که در تصویر هست یکی دو درجه روشن تره,1,0,0.018091317266225815
184201,رنگش خیلییییی روشنه,1,0,0.004053694661706686
184202,نا هم خوانی رنگ.ولی شاید سیاهش موجود بود می خریدم.قهوه ای پررنگش که قرمز بود,1,0,0.44382190704345703
184205,رنگش اصلا قهوه ای نیست و کاملا روشن هست و روی ابرو نمیشنه,1,0,0.28998056054115295
184228,دیگه با این قیمت بهتر نمیشه,1,0,0.0089446185156703
184249,خیلی زود کثیف میشه,0,1,0.5058489441871643
184288,امتهاش خیلی نازکه و دندونه هاش هم کوچیک و نازک و ظریف,0,1,0.7328345775604248
184294,نسبت به قیمتش خیلی جنس نازکی داره.,0,1,0.7676000595092773
184309,خیلی سفته سر رو اذیت میکنه,0,1,0.7947264313697815
184358,سلام دندونه ها همه چسبیده بود و نمیشد استفاده کنید ازش,0,1,0.861393928527832
184367,خیلی نازک هست,0,1,0.5810114741325378
184378,دم ان باریک نیست,1,0,0.28867316246032715
184411,از فروشنده ای که من ازش خرید کردم خرید کنید. پنی لند. از بقیه من خرید کردم، کلا یه چیز بدردنخور بی کیفیت فرستادن.,0,1,0.990501880645752
184412,رنگه بنفش سفارش دادم بنفش آورد😒,1,0,0.21406225860118866
184470,رنگ آبی به جای ارغوانی فرستادن,1,0,0.4428791403770447
184484,برای آرایشگاه مناسب نیس کوچک است,1,0,0.39431607723236084
184501,بد بود ولی خب عالیم نبود رنگش همونی بود ک گرفتم ولی کاش یکم کیفیتش بهتر بود,0,1,0.5528529286384583
184507,برای شانه کردن خوب نیست من برای فرق باز کن خریدم و این که حواستون باشه رنگش ب صورت رندوم هست و به نظر شما اهمیت نمیدن,1,0,0.15313506126403809
184514,من زیاد رازی نبودم چون بین دندانه ها پلیسه وجود داشت و همین موضوع باهث کنده شدن مو میشه و با کیفیت نبود,0,1,0.9280931353569031
184522,عالی عالی,1,0,0.010943474248051643
184527,دم شانه تیز نبود که بشه مو رو دقیق تقسيم کرد,1,0,0.21667960286140442
184577,کالا تو رنگ دیگه ای به دستم رسید,1,0,0.3512500822544098
184614,کیفییت پایینی دارع اما با توجه به قیمت خوبه,1,0,0.16722671687602997
184655,هزار تومن دیگه پولی نیست انگار مفته,0,1,0.5658578872680664
184681,معمولی ولی خب دونه درشته متاسفانه,1,0,0.08912357687950134
184751,دسته اش نازک و ضریف نیست و شونه هاش هم بزرگه,0,1,0.7821269631385803
184780,شانه ای که برای من فرستادن دندانه درشت بود و شبیه عکس نبود,0,1,0.7256858944892883
184793,من برای آرایشگری و تقسیم مو سفارشش دادم و باید بگم پولی که جاش میدین خیلی کمتر از ارزش واقعیه کالای دریافتیتون هست ، ارزششو داره دیگه دوهزار تومن که پولی نیست.,0,1,0.8691999912261963
184818,خیلی نرمه کیفیت جالب نیست,0,1,0.6455375552177429
184828,کار راه بندازه ولی خیلی بی کیفیت,0,1,0.5735775232315063
184964,اگه فاصله دندانه ها کمتر بود خوب میشد,1,0,0.07075788825750351
184968,جنسش بسیار نازک ، اگه موهای ضخیمی دارید پیشنهاد نمیکنم,0,1,0.9740840196609497
184998,نمیدانم واسه چی همچین چیزی تولید میکنن واسه وسایل بچه بازی خوبه,1,0,0.4828961491584778
185003,دندانه های شانه خیلی ریز است بیشتر به درد کوتاه کردن ریش می خورد,0,1,0.7118216753005981
185013,بر خلاف عکس دندانه های شانه ریز نیستند. اگه دنبال شانه دندانه ریز هستید نخرید,0,1,0.9010382294654846
185028,بین دندانه های شانه فاصله نداره و دورانداختنی هست,1,0,0.4540523886680603
185039,از مواد شیمیایی بدی در ساختش استفاده شده,0,1,0.9178940653800964
185063,فکر میکردم ریز باشه اما خیلی فرق داشت,0,1,0.5492316484451294
185075,بدردنخور و بی کیفیت,0,1,0.9948530793190002
185099,بستگی به استفاده مصرف کننده دارد,1,0,0.027378801256418228
185116,ونه داخلش بود . به این میگن مشتری مداری با تشکر از گروه دیجیکالا,0,1,0.5175684690475464
185155,چیزی نیست که قابل تعریف و تمجید باشه شانست دیگه,0,1,0.7425596117973328
185180,شانه نسبتا دانه درشت هستش,1,0,0.07130955159664154
185203,بزرگه و به کار نمیاد,0,1,0.9448279738426208
185229,دندونه هاش درشت و ضخیم هست.من بخاطر ریز بودنش که تو عکسش بود خریدم.ولی خب چون ارزونه اشکالی نداره بنظرمن,1,0,0.018787313252687454
185254,اصلا قیمتی نداره مفته ارزون این دوره با ۱۰۰۰ تومن تفکه نمی زنن دمت چه برسه بخوای یه شونه ۸۰۰ تومنی سفارش بدی,0,1,0.5475292205810547
185311,شبیه عکسش نبود ازین ریزا بود,0,1,0.7471538782119751
185438,پد خشک مرطوب نیس,1,0,0.48158401250839233
185554,از هر نظر عالیه مخصوصا از نظر دوخت . من فقط از همین مارک میخرم.,1,0,0.0008275564177893102
185635,اگر دور دوخت بود هیچ مشکلی نداشت,1,0,0.09493279457092285
185636,متاسفانه فقط تاریخ تولید داشت که اون هم برای سال ۲۰۱۷ بود,0,1,0.5634086728096008
185672,در حد پدهای گرون قیمته,0,1,0.6755601763725281
185822,متاسفانه قیمتش تو پیشنهاد ویژه از حالت عادی بیشتر بود,0,1,0.5913876891136169
185914,متاسفانه فِیکه ، من اصلش رو هم استفاده کردم ،چربیش بیشتر از اینه ، اول صورت کمی براق میشه بعد کامل جذب میشه ، اما این خیلی خشکه ، بقیه ویژگیهاش مثل سفید کنندگیش مثل اصلشه ، و اینو از مدل درش راحت میشه متوجه شد.,0,1,0.9443703889846802
185923,من این محصول برای مادرم خریدم و از پوشش دهی اش راضی بودن چون پوست صورتشون چربه ولی تاریخ انقضای کالایی که برای من آوردن برای چند ماه دیگه است و تولید برای خیلی قبل بوده ! به نظرم بهتره که از داروخانه تهیه اش کنید,1,0,0.22876770794391632
185958,رد سفیدش تا مدتها روی لب باقی می‌مونه، مخصوصا تو ‌سرمای کوهستان,1,0,0.06511218100786209
185978,من واقعا متاسفم که این اتفاق رو میبینم توی دیجیکالا. قیمت این بالم لب روی جلد 21 تومان خورده درصورتی که داخل سایت زده 30 تومن و با تخفیف 26. این کار بسیار نادرسته و باعث میشه بدنام شید :),0,1,0.9888811707496643
185979,سفیدی نمیزنه اصلا تقریبا بوی خوبی داره ولی نسبت به قیمت خیلی کوچیکه اندازه رژ لب,0,1,0.5020512342453003
185989,در کل بد نیس ولی خوبم نیس,1,0,0.12176533043384552
186048,تاثیر خاصی از. مرطوب کنندگی ازش ندیدم,0,1,0.861853837966919
186050,چون لب رو سفید می کنه، برای توی خونه خوبه,1,0,0.028962168842554092
186100,ماندگاری کمی داره ‌خیلی زود اثرش ازبین میره ولی درجواب دوستانی که گفتند لب رو سفید میکنه باید بگم اینطور نیست مگر اینکه چندبار پشت هم به مقدار زیاد روی لب کشیده شود,1,0,0.21529795229434967
186120,هر ماه افزایش قیمت داره با کیفیت بسیار معمولیش مای کلان زیاد مناسب نیست نسبت به قیمتاش,0,1,0.7160916328430176
186156,رنگ لب هارو سفید میکنه,1,0,0.44544923305511475
186161,نوشته بی رنگ ولی رنگ اش سفیده چون بی رنگ روی لب مشخص نمیشه ولی وقتی این رو روی لب بزنید انگار یه چیز سفید رو مالیدید رو لب,0,1,0.6562457084655762
186171,من با توجه به نظرات اینو خریدم ولی میشه گفت خوبه,1,0,0.06947207450866699
186179,از نظر من شاید به نسبت قیمت خوب باشه اما رنگش سفید هست (کاش بی رنگ گرفته بودم) و جوری که حتما باید روش رژ زد چون خودش رو به تنهایی نمیشه استفاده کرد. و ی مقدار هم به نظرم میماسه رو لب- من هیچ برند ایرانی تا حالا استفاده نکرد بودم و به نسبت قیمت تا همین حد میشه توقع داشت.,1,0,0.3322470188140869
186188,اگر 2-3 بار روی لب کشیده بشه لب رو سفید میکنه. شبیه کره میمونه و خیلی شله و مدام می چسبه به دیواره ها,0,1,0.9110069274902344
186218,نرم کننده باید بی رنگ باشه و متاسفانه این نرم کننده لب رو سفید میکنه و به نظرم شب بهتره استفاده بشه,1,0,0.46967026591300964
186227,لب رو سفید میکنه,1,0,0.47463658452033997
186244,در مدت کوتاهی ترک های روی لب رو میپوشونه,0,1,0.77857506275177
186247,سفیدی روی لب میزاره حتما باید رژ زد بعدش,1,0,0.3342097997665405
186285,پودر خوبیه ولی به خاطر بسته بندیش ناراضی ام تمام پودر ریخته بود واقعا افتضاح,1,0,0.3595636188983917
186309,بعد از مدتی استفاده نظرم رو کامل تر میگم,1,0,0.021968787536025047
186313,با وجود این که من شماره ۱ خریدم تیره هست برام مات هست ولی رنگش تیره هست برای پوست روشن,1,0,0.15867048501968384
186324,پودر هوبی و سبکی. ولی وقتی به دستم رسید متوحه شدم شاینه و اکلیل داره,1,0,0.13801996409893036
186335,به هيچ عنوان پيشنهاد نميكنم,1,0,0.02958151139318943
186373,تازه دارم‌استفاده میکنم اما چند مورد هست اینکه اون براشی که داره اصلا نمیشه خوب باهاش بزنی اصلا روغن روش نمیمونه تا بزنی به ناخن یااینکه خیلی زیاد میاد روش و نمیشه کمش کنی و اینکه خیلی دیرجذبه، برای اثرش فعلا نمیتونم‌نظر بدم,0,1,0.574417769908905
186389,من که بعد یه ماه تاثیری ندیدم,0,1,0.8966981172561646
186405,باید به طور طولانی مدت زده بشه که خسته کننده هست برای من تاثیر زیادی نداشت وسرش بسیار سفت بود و مجبور شدم با یک سری دیگه برای زدن روی ناخن استفاده کنم,0,1,0.6419460773468018
